Country,Notes,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,year,value
Portugal,,41.11442773568697,39.823785338411206,40.792785140350865,44.42126809435315,51.878353526671354,55.138195251674865,58.929933607090895,60.35183549037192,62.82699802793517,65.27582904914135,74.09688702875503,79.4158533328803,129.28774531314403,150.87958872592978,150.3529583987887,169.4696392740112,175.47322500341994,194.2212646496437,251.51864424259705,280.85721976762875,283.14279538742113,329.34934029078266,391.42096786243184,447.9306596759055,515.5673268848125,746.300307260984,588.0766746243404,470.7997724492,435.6617217770631,470.1663171285347,530.1370095161969,655.3779815867982,637.0488834047442,606.4365376930069,523.3202645367467,474.6222762555855,493.5948161687553,706.6900563913445,853.8455829683317,2022,3566.560367531364
Spain,89,144.50908036706898,148.6593428533769,154.52942357694104,191.96978669194917,191.27926912060974,198.0912530646974,222.94236455529708,250.43858027415658,273.77317647100386,267.7864067389159,225.48031784364457,232.83981594398875,239.34877206864232,308.79169347094444,316.52031113239286,386.8200007210065,439.42574603377074,560.9430765348426,545.917155931618,668.7536248419332,805.7132262757067,859.1469617882236,900.6143491850592,1256.1645857010087,1521.3194345280594,1968.1787178074605,2108.232940992339,2521.013874830575,2808.8470495465895,3470.695273046098,4910.953932414377,5508.356432610799,4977.7485334270505,4956.242441315407,4770.965313312399,4851.949869229026,5077.574144561102,6270.618789413907,7921.508650892039,2022,20306.570632830448
Sweden,,...,...,...,...,...,...,...,...,...,...,...,526.8489003925996,564.736401576584,636.258725240228,697.9225664529374,758.6198897783001,844.5433299634076,906.9803854859942,921.9614127398655,941.0018151205925,1017.2600764322345,1118.1645438712135,1238.8044269212685,1458.082235502119,1702.2153529108705,1855.0846732230787,2232.3159585664434,2345.4449033377796,2560.335055917031,2873.3177380839093,3368.143351651941,3791.756608827848,3490.2161376455533,2980.1308691769823,2629.02188699523,2668.5243840518383,2795.295632688356,3577.4849162920896,4182.35958387746,2022,7722.479440752991
Switzerland,†¶90,...,...,...,...,...,...,...,...,201.46582970306085,218.61672326461542,210.61297293588993,200.0937582181365,237.36836689191506,273.7282612424107,294.9953692587383,329.52583496266817,343.47522839273256,378.2343726774831,383.26530145553915,373.88947964188935,409.10598108828134,436.0900536251272,511.38768944204554,601.4269817372522,764.9699983885391,888.4786439540153,1032.0461166553027,1228.1768574674754,1226.5344161895885,1668.8851355130255,1945.0057736720555,1996.7655501250217,1810.8785077179978,1928.3149531835668,1946.03504292234,1807.9057573797281,1966.9288967209714,2565.428145776355,3020.4065209664764,2022,5652.315105803478
United Kingdom,91,...,2603.28115364358,3362.5062645979606,4564.743141325723,5168.992404889415,4999.927844099575,4907.568500705124,5018.712795298446,4960.009822801973,4967.836885801503,4976.4466551009855,5129.857089891768,5308.314126281045,5597.13275096369,5810.811570850852,6159.898580629877,6475.329219510924,6692.138864597898,6933.197077382224,6220.499923084404,6199.70230686184,6792.0989237819795,7518.385128203821,8789.192636736134,9446.89412404146,10450.754431818577,12907.674883701911,12038.757739317738,12952.124605677516,15897.336095535706,20544.684886402993,28360.15921972495,26948.261220556164,27714.18833547423,26423.12239888545,25418.839536393752,26031.881546001074,30432.577939642495,34921.75989019179,2022,64069.879004169685
Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,
Bahrain,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.583922358233853,12.539956862548392,16.765508094987865,26.34645589501951,16.43489254108723,26.289247445013764,40.43978263616833,116.14311929446927,157.22570011294047,175.06631299734747,239.36170212765956,311.1702127659575,183.51063829787233,164.89361702127658,167.5531914893617,178.1914893617021,178.1914893617021,2022,1598.06914893617
Egypt,§¶,...,...,...,...,...,...,...,...,...,...,...,...,...,249.69776681195285,335.799697780272,448.49959635036333,515.1995363204173,481.8495663353903,508.29954253041177,648.5994162605253,888.9491999457201,1092.499016750885,1266.1488604660256,1066.0490405558637,1243.8561046949917,1852.779424692822,1926.890601680535,2201.6130681005047,2751.0580009404453,2485.279986915544,1152.8554959207202,1361.4266265333908,1817.1402612281984,2307.1395612291985,3004.281422455111,3742.1375112321266,4203.565423477967,4727.13610409128,4805.707420417971,2022,4645.9220475088
Iran,92,...,...,...,...,...,...,...,...,...,...,...,98.67986798679867,105.94059405940594,109.9009900990099,128.7128712871287,155.44554455445547,200.00000000000003,256.1056105610561,331.023102310231,437.2937293729373,566.006600660066,620.1320132013202,402.3102310231023,371.94719471947195,480.8571669129623,3877.8626631267116,5951.043741982016,7186.307294358153,7617.207960430016,8113.739880875546,4993.779938919994,4874.889400106175,8121.567621447014,9703.525315259945,10550.357292931585,9926.303621971003,10706.415944506478,11741.433342091335,15263.376569599572,2022,7459.331830845907
Iraq,§¶93,...,...,...,...,...,...,...,...,83.24396670241332,86.68796532481387,100.16295993481603,118.726952509219,125.48194980722009,135.0649459740216,163.21893471242612,185.19892592042964,225.74290970283613,234.9969060012376,234.54190618323753,291.43788342484663,375.9978496008602,401.05083957966417,426.26334016538266,466.11328807809116,665.1852889854231,1427.457784181032,1590.171817116696,1761.1762395280955,2007.6935058954195,1986.021658302688,2371.7128209295865,2976.4928178142586,4086.4977617044906,...,...,...,...,...,...,2022,4691.837701163389
Israel,94,...,...,139.73393546377764,172.40803977620325,75.58147683202492,57.638888888888886,84.72222222222223,173.88888888888886,163.61111111111111,159.02777777777777,171.25,190.27777777777777,241.80555555555554,210.60417449715345,259.25086416954724,278.5842619475398,313.91771305904354,375.5012516708389,605.514168123425,690.001971434204,872.0024914356898,1259.6464561327318,1270.6577872804457,1461.3737499401886,2574.504909778792,3475.6027702834754,3758.3153807911744,3648.66501715334,3180.5562203819827,3117.5080583181343,3394.518703948612,4120.814786048409,4700.103231676378,4518.481888985041,4265.358581860552,4214.300330820913,4004.5171141366586,4386.224325196257,5995.553855415642,2022,23406.07457304864
Jordan,†,...,...,...,...,...,...,...,...,45.35998185600725,48.36998065200774,59.00997639600944,56.139977544008985,55.50997779600888,60.409975836009664,61.879975248009906,61.879975248009906,62.92997482801007,76.08996956401216,104.71995811201676,127.74994890002046,...,109.75995609601758,108.6399565440174,129.3599482560207,150.6523704161353,163.30737801621896,180.7424826136989,294.59339785470945,262.704735063034,304.94887525562376,399.55649229355413,416.21213392632376,438.81815678216157,465.2587860150017,484.742989817643,457.77899158571,501.74216027874564,625.7750752930285,647.0503074227603,2022,2334.5732394366196
Kuwait,95,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68.739972504011,73.434840970744,90.74354991199245,136.5604305194017,426.4014108769883,...,...,748.5186658570801,738.0395778268188,881.077990780342,950.8059652900328,1042.0216295711748,1285.1193598021612,1425.4984098230736,1465.9091676743385,1379.8698599847714,1295.6176121406081,1336.7400767234976,2022,8244.121401265984
Lebanon,§,...,...,...,...,...,...,12.523076923076925,18.0625,18.654782879054824,21.76965630330503,20.729001584786058,22.906905201381985,27.83714781298114,40.8768245021668,33.900603430741064,38.065368323106654,44.59853182935365,51.42537730575741,57.73095502602573,65.57231644503013,65.13897338519871,64.54612753825353,66.92009554702531,106.2044369853674,103.8155072019614,179.14217960614496,165.9441002962667,173.07484703596268,126.4271935769772,252.76022968359294,346.31100146480605,503.4763147861971,373.2147700324767,246.65175512751054,492.4726766000393,474.5749175637259,227.20350855820186,148.29332367298326,36.9997684731696,2022,218.74773199617326
Oman,‡96,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29.065079300127334,54.52441938333337,89.8265065188379,255.57324840764332,523.3063115228721,589.0995946728432,514.8378691372322,574.3341053850608,584.1053850607991,883.7579617834396,1133.46844238564,1261.5807759119862,1457.0063694267517,1580.7896420640595,1617.7130531710072,1305.6897969014246,1139.1417425227569,2022,5783.485045513654
Qatar,§102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,616.740088105727,1059.5054945054944,1467.2527472527472,905.1923076923077,874.8626373626373,1528.8736263736262,...,865.4120879120879,2022,15412.08791208791
Saudi Arabia,97,...,...,...,...,...,...,...,...,...,71.2,72.26666666666667,140.88888888888889,71.55555555555556,84.22222222222223,113.77777777777777,123.55555555555556,177.7777777777778,300.4444444444444,336.22222222222223,338.6666666666667,429.3333333333333,471.5555555555556,587.2743117078204,930.5748235719885,1565.5899357630599,...,...,...,11584.767351477705,13404.087587805481,17616.726770688278,20724.493047247455,24399.927864219175,27095.79746628668,21872.720536303535,22672.05099026338,17656.965219455902,...,14460.266666666666,2022,70920
Syria,§,...,...,...,...,...,...,...,55.58659217877095,48.324022346368714,81.00558659217876,82.9608938547486,90.22346368715084,90.22346368715084,149.59349593495935,...,112.04188481675394,118.0628272251309,102.35602094240838,118.58638743455498,190.05235602094243,194.5026178010471,199.73821989528795,176.9633507853403,260.20942408376965,388.67455698685677,537.3809243166207,887.8378378378378,945.0588812433974,998.2165605095541,1213.5031847133757,1581.656050955414,2253.248407643312,2437.707006369427,2726.87898089172,2733.503184713376,3394.9044585987263,3510.31847133758,3678.980891719745,3650.191082802548,2022,...
Türkiye,‖,197.68186020052622,212.97020550380432,231.81397994737964,257.7686126715495,294.0339899025812,332.0770817037616,382.9197184100121,412.07423736044944,450.1173291616298,523.1316725978647,766.1921708185052,468.8109161793372,301.330376940133,330.3769401330377,350,380.89780367002726,422.67699115044246,442.0353982300885,508.40707964601773,570.6858407079646,596.79203539823,564.8585426137618,570.8731594772208,703.9575971731448,861.6254416961131,1136.7046980347668,2284.9862554614633,2534.775214756028,2765.773072180067,2727.882976007116,3001.142305526506,2671.9762855726276,2814.869761461621,2754.7323026951212,2469.375535024417,2190.0523074741327,2365.977436046768,2769.4095879687834,2889.5934970730764,2022,15036.835693606365
United Arab Emirates,§98,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2022,...
Yemen,§99,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2022,...
Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,
North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,
Algeria,§4,...,...,...,...,...,...,...,...,...,...,...,43.14308515594301,45.97878089389232,...,66.43630014624088,99.85699991492913,105.52839139082775,104.51564291298871,99.24935082822572,99.24935082822572,99.24935082822572,98.8442514370901,99.94626107347578,109.94284132833093,136.75709779179812,260.1686300304969,332.2521591832704,480.64037350317733,471.6694479545477,627.8524420686351,711.6812473561417,890.1744648138738,806.5693346092622,932.4527077494615,952.4306715669896,929.2908212715492,953.2996539241816,1127.1032171353716,1196.9713840329584,2023,18263.96796826213
Libya,‡§¶16,...,...,...,...,...,...,...,...,...,...,5.571997771200891,5.571997771200891,7.167997132801148,16.687993324802672,18.67599252960299,21.475991409603434,29.119988352004658,58.519976592009364,79.51996819201273,95.47996180801529,143.0799427680229,242.47990300803883,243.03587164562788,202.76822710041438,298.3074800183984,431.68237904955566,287.7882526997038,326.2951315820585,479.6470878328396,729.9418005681453,853.5691485588632,1074.1392530341056,557.3345223136477,709.3324506085058,...,...,...,...,...,2023,1573.6827773146888
Morocco,§17,...,...,...,...,...,...,...,23.71428571428571,35.40197972330705,41.69227763721524,41.88051734756723,41.59676236886152,48.275957466569444,53.84854035873997,74.89393319619248,69.99322200024109,63.17570037684098,67.93808504710019,70.3489187805924,90.90028831200141,84.97200863947958,88.92419508782747,111.28801020206102,140.4469916036651,185.7839938445356,241.88916121443464,413.3261278868054,577.2394333051991,731.4554720374832,772.5593819524945,896.3538020019851,1117.9556221660548,975.5814627921815,959.4854408585726,628.1534229931996,512.4544012058285,692.472049689441,728.5456326803186,815.38610613657,2023,5184.9283995423875
Tunisia,,...,...,...,...,...,...,...,3.7142857142857144,6.411149825783972,9.523809523809524,14.285714285714285,15.952380952380953,18.57142857142857,14.285714285714285,15.238095238095239,17.478991596638657,12.761904761904761,13.714285714285715,15.428571428571427,17.523809523809522,16.952380952380953,22.476190476190474,24.860541921566902,31.65067713584429,38.1882181045361,46.50544778102577,75.32310629507268,83.96011894350183,121.69250495395734,148.4966516167633,160.90064999926196,194.09611955925857,228.83573239584933,328.6004262832939,383.48947429677634,249.4744687725676,215.9387222946545,206.79345464712247,194.4097834822883,2023,1208.2041897299423
sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,
Angola,§‖1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,343.27160906477707,504.71288187713094,497.35944916104023,618.8916371415203,668.493883280968,778.6282505515074,1066.2477438331439,1146.4670098268602,1156.494418076075,1487.3988903001539,2023,1247.8463450851725
Benin,§,...,...,...,...,...,...,...,...,...,...,...,1.3010053222945004,2.1732039468319337,2.7345376182585484,2.9630717993926927,3.80366245352553,3.994923712871489,3.724387206017633,3.910553209133296,4.293821824571324,4.0159870134366304,4.099087202382029,4.285361495663795,4.90421699176282,6.698401446459897,6.44772647016057,7.857666123846897,7.1604938271604945,10.147346141322044,8.552841493246358,17.562828480364043,23.617947747065507,17.18611420853712,16.554779888376963,17.76595130502328,21.23778769993386,19.810222519993857,26.277338538748968,35.60293740870509,2023,149.0352880047432
Botswana,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.650505962278492,14.30586229422682,24.355619031492978,31.84406060021229,31.16268174745261,23.551463589922886,24.454614241565096,26.109660574412533,20.997913348786117,34.310908181402134,73.82634281153585,2023,485.56787004692586
Burkina Faso,†,...,...,...,...,...,...,...,...,...,...,...,1.268378229572381,1.6431542037021938,4.901760715714204,5.281287752636563,5.358593134634143,3.5093303299994694,3.9075537899201396,3.695106930459632,3.760628521802355,4.023680475148195,4.185916940120042,4.343468092215169,4.9478629358642685,6.079259182821943,6.269084564092977,18.062366725303647,19.531282695124503,22.903777271247147,32.37228347573298,32.03241789753763,35.36065884134798,33.91589476357133,32.86610713133662,29.317755979279184,26.968328691381533,27.106616836908447,51.18017013854799,50.71255785477329,2023,827.153018861823
Burundi,‡,...,...,...,...,...,...,...,...,...,...,...,...,0.38,8.42,1.012,1.162,2.1534814814814816,2.286857142857143,2.376,2.5908571428571427,3.337142857142857,...,2.6285714285714286,3.6,5.923067599195763,7.682539682539683,8.533333333333333,9.971014492753623,13.955555555555556,17.03333333333333,20,27.763333333333332,29.995555555555555,36.66555555555555,34.3696442000553,29.938434035870316,32.22029811667812,34.60773751653222,30.784856430675603,2023,145.16802165114814
Cameroon,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.339866065129538,21.501256555150423,24.894059390226484,31.636823710456774,34.62537130512453,46.77037790521341,48.47039129525006,55.16729078476066,71.43616832701102,88.35475409219545,99.86747444149943,120.24759780812641,131.61658642873226,129.8987576955173,127.2436418228796,116.1902938813123,145.41186118634965,163.12800087842763,2023,456.5690918880268
Cape Verde,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.687650142145364,3.3940219378228282,4.454431910202644,4.967860701185939,2023,14.353938320532245
Central African Republic,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2023,62.52702181344471
Chad,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.36325990773253,40.04970740828045,37.839750880887145,48.800771571962365,34.27198647753854,2023,372.75185572335937
"Congo, DR",§15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58.21782178217822,49.81818181818182,78.9090909090909,78.36363636363636,45.907648681127725,50.47904191616767,72.45508982035929,102.39520958083834,101.79640718562875,94.0119760479042,102.39520958083834,189.22155688622755,173.65269461077844,120.79535600549826,161.47110332749563,214.95189599055504,190.94470762025614,152.1836749785389,71.67158396254185,147.16242661448143,78.9197997904784,53.403541410584374,40.37134416721318,67.43631294475256,28.297227672553024,2023,794.2445980722746
"Congo, Republic",§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.100436681222707,13.749473408968754,12.744615677623122,19.42671015617639,24.137429633784095,33.49306854927139,34.33772755806654,36.633018560729404,37.960435352926574,52.56626018935512,57.416698220371075,63.53526097500838,72.4271620116492,...,49.42362749652712,55.646692471892855,...,100.5134143216975,2023,284.99442966404865
Cote d'Ivoire,18,...,...,...,...,...,...,...,...,...,...,...,...,...,8.766845976148302,8.064779442975153,11.190603484513952,12.902909887742235,13.269401411603807,14.711322311697918,15.30507139539111,16.156269594285295,17.72773812151098,23.968971077441566,31.74250480105385,28.713844110745704,41.12918302486446,45.88615716265463,52.46285833856455,51.44903940084663,86.764810153508,102.7350250561766,118.47311624384703,92.00275272236146,86.42568912314444,76.25188287593227,70.1647988245983,69.5650431929627,96.55911246123371,122.78022340011381,2023,682.1771113492144
Djibouti,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.045014376466483985,0.045014376466483985,1.817455449834291,5.351084002453283,29.608206120829838,30.902369444241256,31.133068123631983,31.391900788314267,30.6041492001508,30.817967488366598,2023,...
Equatorial Guinea,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2023,162.192394152675
Eritrea,§‖19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2023,...
Ethiopia,§,...,...,...,...,...,...,...,...,15.073637435750886,16.20063836552665,15.194387535369717,15.33526265159169,18.55526530809388,20.185391652948116,27.289522513856074,36.14,42.9,43.42,37,34.66,34.42,34.54,36.134238092946404,41.04347826086957,48.43359142346635,74.7584541062802,125.07246376811595,128.0434782608696,135.04830917874395,178.21256038647346,276.32850241545896,359.3236714975846,366.9806763285024,387.36714975845416,408.4057971014493,423.01932367149766,429.44444444444446,439.2028985507247,476.6183574879227,2023,1409.020101008437
Gabon,§20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.0081178531794586,2.989113970068467,4.350652597889683,4.638155157505526,5.498336698673716,6.673861634421572,9.421730098838436,10.494173365738144,16.84452179755778,20.117179326218878,28.927873656789316,...,56.88175176991566,68.62930708065127,88.322642613467,88.55589977054588,86.59917179701155,80.32827028746536,95.48972428176815,136.00688408517325,...,2023,265.3858026318787
"Gambia, The",‡§21,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.7276668801661507,0.8468050200052455,1.2442634191691042,1.0469359434048089,1.3923442270722606,2023,13.950935482351193
Ghana,‖22,...,...,...,...,...,...,...,...,...,9.994172983936487,11.710061127639666,20.821777351957373,27.454210299250892,27.944464054594658,31.096095338947443,33.30223723799439,35.57841538780473,47.344505516055115,0,44.271216355346375,49.02681766926509,46.91866450948669,41.13933229558441,30.202525756563887,41.0522428437696,64.12152638813969,78.82510570916493,88.9610050635995,121.71779568114984,101.35422635493552,66.36298808085806,120.61036485090158,195.5597921790636,...,71.14828735341743,44.624487026924825,63.16277665921915,51.6509227625224,43.33847485535402,2023,285.3759346916375
Guinea,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10.492201741948552,13.895077982580515,...,14.17865100263318,14.70528661130241,15.069880494227265,26.327764415263605,31.711404230239747,36.058910702304004,...,...,...,...,85.22828098461225,71.02109174648035,60.30924302410788,52.510728896654115,52.26683358669409,...,...,...,...,...,2023,504.6671802862754
Guinea-Bissau,‖24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.407751857093478,18.06475519940711,6.465128712009599,4.652567482634496,6.128820138281505,3.883662223710572,2023,25.292392170568288
Kenya,†,...,...,...,...,...,...,...,...,...,...,...,2.5899989640004146,0.8959996416001434,0.6719997312001075,1.861999255200298,5.87999764800094,9.897996040801585,13.047994780802087,15.987993604802558,16.36599345360262,15.749993700002522,17.023993190402724,22.077991168803532,29.73598810560476,37.31991715548161,46.7636839663565,54.09093323201497,75.91004811679977,147.76670500787768,239.47586999215977,291.02472004505495,271.6911561563787,241.17159436308376,243.7215604771889,208.69173271231642,175.00468297962382,145.78173209754078,181.25566231349032,249.81008234829378,2023,1053.7955722424294
Lesotho,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.291375572843893,2.7801256950314235,4.013501003375251,5.370993428920587,11.639193974582515,12.392766954444758,14.965648081634157,14.069652634413426,12.28580337291904,10.667797385884855,13.369627532242465,18.11122625894511,2023,34.446236515400514
Liberia,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.7,2.8,3.05,3.05,3.05,3.55,4.05,4.05,3.75,4.55,5.5,6.4,7.75,8.9,9.4,12.75,26.35,43.35,38.75,24.95,25.15,24.35,22.25,2023,62.518
Madagascar,‖26,...,...,...,...,...,...,...,...,...,...,...,1.6041935888970358,8.48278125037978,9.179552203133037,8.95674753800845,9.455019789105258,10.710827901625661,11.342782951797222,12.112471794954892,13.044200394566806,13.014516191136266,12.134982778767021,12.755677358943318,16.129256248846847,20.346496118014166,25.88246535675634,30.189630072044494,33.04045415453893,43.959890670123755,52.181427400234874,81.89130363245754,90.40200493661212,86.48274669203495,...,...,55.059872191729745,50.869844145062075,50.56628323032794,36.662411208222856,2023,101.86616111700121
Malawi,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.7710017710017711,1.8480018480018483,2.133370891707608,1.881000752400301,1.9590007836003134,2.055000822000329,2.343860949772173,2.697870896429204,4.71155747489814,5.304902621602633,9.362342026757489,9.205803654063315,13.625117395849946,25.570521899389036,43.0296812987986,53.13411222318543,38.50668882686119,26.977480080719275,22.21730395995778,18.839590202210303,19.811238438717933,24.743830162218508,21.643561487544936,2023,149.58233654066035
Mali,¶,...,...,...,...,...,...,...,...,...,...,...,...,3.9223680991600753,4.342608993771784,4.375224475136318,5.174939904581945,4.647822378917902,4.636149756998999,5.081280157397734,5.251146163633794,5.673928012278765,6.1504397564425854,6.3234358388630465,8.332407510276637,10.974072296075626,11.632496209052574,19.130897332406338,21.761874869219504,26.050146532074244,31.02066862835466,36.197478399037244,38.33775085195002,31.64894693649234,29.51863325684863,26.767016737258114,25.402957270395028,29.82662716493457,37.53905505535567,44.25411846128763,2023,785.2650084672229
Mauritania,§,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41.0585717065577,42.46050420168067,43.72055123087565,2023,277.1614963252498
Mauritius,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.3024003024003024,0.315000315000315,0.3160503160503161,0.3171003171003171,0.3127563151920863,0.2709002709002709,0.3366003366003366,0.414000414000414,0.4739543837134691,0.5432206993310893,0.6431139947117656,0.789047321798046,1.0868122386672863,1.3170655778924558,1.422666713079907,1.752316546248988,2.480933274784365,5.537271498082451,5.332041259816439,2.828236376178432,2.9343424851787936,2.6231313812018575,2.3636069289299013,2.896096952414899,3.649578357223836,2023,19.936715863076138
Mozambique,‖27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.1354679154937,76.33333333333334,78,92.28338096678416,99.29419086550023,102.99261047877002,116.31697745083156,136.65450912757876,148.2143642877489,170.6699910212744,83.58241811158769,2023,404.3991853360489
Namibia,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2023,339.4051318765356
Niger,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.330399929075698,8.181627955639255,11.010257245197003,14.77470131527635,17.48291196961292,17.039000378644452,13.984418413798942,12.781263884408684,12.354815176373647,10.632625178221199,10.877815444405615,14.412109521636935,13.662211308424588,2023,331.9173103256951
Nigeria,§28,...,...,...,...,...,...,...,...,...,...,...,23.37999064800374,28.279988688004526,38.63998454400618,45.49998180000728,54.3199782720087,65.93997362401056,55.71997771200891,239.9599040160384,369.0398523840591,684.4597262161095,662.339735064106,639.2595418990651,904.0956383617446,1020.2235919105632,1351.1412351931358,3028.5847974498865,2644.426038260392,3138.1989480394786,3022.6422697679104,3070.8253381169425,3029.9150848328677,2135.475014084325,1651.9145132383317,1627.393326983338,1210.916249525457,1091.6629931056398,516.8935093358867,201.691218214958,2023,3101.259562897293
Rwanda,29,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.365839708300564,7.786746398360911,9.319735189477804,10.297663285995695,16.062942551787614,14.393007322777716,19.63301715178214,23.552267559336727,28.68278333140202,28.175370728562218,28.024671701325474,25.460676623467318,27.25072843103363,34.889469111517286,36.093359476268745,2023,179.43300947733138
Senegal,§30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,94.39080113951542,96.50227186671715,86.84323834969142,73.07231152200508,70.61768827447214,65.13684412882732,64.96640052708547,85.47642836104485,99.87123049740964,2023,448.993705877196
Seychelles,†,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.246651052025909,9.762352289781587,11.321408354627938,2023,33.22626112759644
Sierra Leone,31,...,...,...,...,...,...,...,...,...,...,2.239999104000358,1.9599992160003137,1.930599227760309,1.9837992064803176,2.155999137600345,2.3533990586403766,2.5059989976004013,2.5395989841604063,2.883153573494871,2.6580010632004254,3.2976013190405276,3.9864015945606375,3.770637409826043,4.23461066807196,5.022404825428557,6.779970097993947,6.526389844494935,6.020631896768628,7.064980375054513,8.118123471882642,10.785547366528851,15.907791960373403,15.788111465792428,14.128284826222098,10.2369346480457,9.92051634494711,6.28170296967508,7.227148725150852,4.585444664757289,2023,37.826350383725625
Somalia,32,...,...,...,...,...,...,...,...,...,...,...,...,3.16,3.7,4.48,5.42,5.17,6.5,7.53,8.34,9,11.2,11.4,13.2,16.1,21.4,23.1,26.3,31.7,81.4,87.7,95.5,134,83.9,83.9,89.2,44.3,34.9,28.5,2023,140.974
South Africa,,...,...,64.74997410001036,74.54997018001193,65.79997368001052,62.99997480001009,67.19997312001075,76.99996920001233,81.89996724001311,63.699974520010194,60.54997578000969,69.99997200001121,113.7499545000182,186.19992552002978,188.99992440003027,271.59989136004344,289.44988422004633,324.44987022005193,373.0998507600597,399.699840120064,425.59982976006813,417.89983284006684,485.8665272218082,492.38654620433067,752.9263256186605,1102.318400770004,1431.695127030404,1677.2754193188548,2073.7380184345043,2067.9880169970043,2160.86733972825,2661.6711648438563,3011.979548279984,2744.6998581717044,3052.68826855758,2770.1521067187246,2117.4063454885645,2497.8884303488358,3595.968625216721,2023,2876.466038913462
South Sudan,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2023,1076.1661292799017
